Tipe Silang,Tgl Beli,No LPB,Sales Beli,Supplier,Nama Barang,Qty Silang,HPP Beli,Tgl Jual,No SJ,Sales Jual,Customer
BC dipakai PF,2026-04-01,KB-LPB-20260401-001,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Treatment Jar (Pink)",1,756000,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-03-31,KB-LPBD-20260331-003,BC," PT. Saniki Distribution Indonesia","Indomie Goreng Special 85Gr",2500,99774.7746,2026-04-09,SJ-164-09042026-002,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-02-19,KB-LPB-19022026-002,BC,"HYPERMART GOURMENT","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",4,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-21,KB-LPB-21022026-001,BC,"FMT MAXX BOX","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",3,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-26,KB-LPB-26022026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-03-31,KB-LPB-31032026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",1,655200,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-04-01,KB-LPB-20260401-001,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Treatment Jar (Pink)",2,756000,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-04-02,KB-LPB-02042026-003,BC,"HPM EKALOS","Ellips Hair Vitamin Hair Treatment Jar (Pink)",1,756000,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-03-31,KB-LPB-31032026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",6,655200,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
PF dipakai BC,2026-04-07,KB-LPBD-07042026-005,PF,"Lotte Mart Kuningan City","Blue Band Serbaguna 200G",10,405405.405,2026-04-09,SJ-528-09042026-012,BC,"PT. RANI INVESTINDO"
BC dipakai PF,2026-02-26,KB-LPB-26022026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-03-31,KB-LPB-31032026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Hair Treatment Blister (Pink)",10,655200,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-04-01,KB-LPB-20260401-001,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,655200,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-19,KB-LPB-19022026-002,BC,"HYPERMART GOURMENT","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",1,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-21,KB-LPB-21022026-001,BC,"FMT MAXX BOX","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",4,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-02-26,KB-LPB-26022026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",9,651600,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-03-31,KB-LPB-31032026-001,BC,"HYPERMART PURI INDAH ","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",6,655200,2026-04-09,SJ-470-09042026-010,PF,"FRES MAN"
BC dipakai PF,2026-01-30,KB-LPB-30012026-002,BC,"LOTTE MART BINTARO","Sunlight 610Ml",400,87000,2026-04-09,SJ-491-09042026-006,PF,"YULI "
BC dipakai PF,2026-04-09,KB-LPBD-09042026-002,BC," PT. Saniki Distribution Indonesia","Indomie Goreng Special 85Gr",600,99774.774,2026-04-09,SJ-941-09042026-014,PF,"PT. FORTUNE REEF ZONA"
BC dipakai PF,2026-04-10,KB-LPB-10042026-001,BC,"LOTTE MART TAMAN SURYA","Kecap Bango Refill 520Ml",1500,240000,2026-04-10,SJ-547-10042026-006,PF,"FAHMI"
BC dipakai PF,2026-04-07,KB-LPBD-07042026-006,BC,"LOTTE MART BINTARO","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",11,88648.648,2026-04-11,SJ-133-11042026-006,PF,"MRS RII"
BC dipakai PF,2026-03-12,KB-LPBD-20260313-005,BC,"PT LOTTE MART INDONESIA","Gatsby Facewash Perfect Clean 100Grx36",29,600000,2026-04-13,SJ-135-13042026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Perfect Clean 100Grx36",16,600000,2026-04-13,SJ-135-13042026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Oil Control 100Grx36",16,600000,2026-04-13,SJ-135-13042026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Clear Whitening 100Grx36",15,600000,2026-04-13,SJ-135-13042026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Skin Triple Protection 100Grx36",45,600000,2026-04-13,SJ-135-13042026-001,PF,"PT. SINAR KARUNIA SEJAHTERA"
BC dipakai PF,2026-01-30,KB-LPB-30012026-002,BC,"LOTTE MART BINTARO","Sunlight 610Ml",33,87000,2026-04-13,SJ-891-13042026-005,PF,"BIA SHOP"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-002,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Rich (Orange)",108,288288.28,2026-04-14,SJ-745-14042026-007,BC,"FAHMI"
PF dipakai BC,2026-04-09,KB-LPBD-09042026-004,PF,"PT. Indomarco Adi Prima Bogor","Indomie Goreng Special 85Gr",495,102860.86,2026-04-15,SJ-704-15042026-018,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-03-13,KB-LPBD-13032026-002,PF,"KUDU TEKNOLOGI INDONESIA","Abc Kecap Pet 600Ml",100,232432.432,2026-04-15,SJ-705-15042026-011,BC,"PT. INTRADITA PROSIMPEX"
PF dipakai BC,2026-03-24,KB-LPBD-20260324-001,PF,"PT MATAHARI PUTRA PRIMA","Abc Kecap Pet 600Ml",168,19106.3063,2026-04-15,SJ-705-15042026-011,BC,"PT. INTRADITA PROSIMPEX"
BC dipakai PF,2026-02-24,KB-LPBD-24022026-002,BC,"PT INTI CAKRAWALA CITRA","Oatside Barista Blend 1000Ml",4,134234.234,2026-04-15,SJ-750-14042026-006,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-04-01,KB-LPB-20260401-001,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-02,KB-LPB-02042026-003,BC,"HPM EKALOS","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-06,KB-LPB-06042026-006,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",7,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-07,KB-LPB-07042026-007,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",1,756000,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-13,KB-LPB-13042026-004,BC,"Hypermart - Cyberpark Karawaci LKU","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",3,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-13,KB-LPB-13042026-001,BC," HYPERMART VILLA MELATI ","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",3,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-14,KB-LPB-14042026-001,BC,"HYPERMART GOURMENT","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",4,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-01,KB-LPB-20260401-001,BC,"PT MATAHARI PUTRA PRIMA","Ellips Hair Vitamin Hair Treatment Blister (Pink)",4,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-02,KB-LPB-02042026-003,BC,"HPM EKALOS","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-06,KB-LPB-06042026-006,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Hair Treatment Blister (Pink)",9,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-07,KB-LPB-07042026-007,BC,"HYPERMART GADING SERPONG","Ellips Hair Vitamin Hair Treatment Blister (Pink)",3,756000,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-13,KB-LPB-13042026-004,BC,"Hypermart - Cyberpark Karawaci LKU","Ellips Hair Vitamin Hair Treatment Blister (Pink)",10,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-13,KB-LPB-13042026-001,BC," HYPERMART VILLA MELATI ","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-14,KB-LPB-14042026-001,BC,"HYPERMART GOURMENT","Ellips Hair Vitamin Hair Treatment Blister (Pink)",5,655200,2026-04-16,SJ-995-16042026-001,PF,"PT RATU SETIA ABADI"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Skin Triple Protection 100Grx36",15,600000,2026-04-16,SJ-618-13042026-004,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Perfect Clean 100Grx36",25,600000,2026-04-16,SJ-454-13042026-006,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-04-01,KB-LPBD-01042026-001,BC,"LOTTE MART GANDARIA CITY","Gatsby Facewash Perfect Clean 100Grx36",19,600000,2026-04-16,SJ-618-13042026-004,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-16,KB-LPBD-16042026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",4,696764.12,2026-04-17,SJ-836-17042026-002,BC,"FRES MAN"
PF dipakai BC,2026-03-17,KB-LPBD-17032026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth & Shiny Jar (Yellow)",1,717894.594,2026-04-17,SJ-836-17042026-002,BC,"FRES MAN"
PF dipakai BC,2026-04-16,KB-LPBD-16042026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",6,696728.5,2026-04-17,SJ-836-17042026-002,BC,"FRES MAN"
PF dipakai BC,2026-04-02,KB-LPB-02042026-002,PF,"HYPERMART - MALL CIPUTRA CIBUBUR","Ellips Hair Vitamin Hair Treatment Jar (Pink)",1,756000,2026-04-17,SJ-836-17042026-002,BC,"FRES MAN"
BC dipakai PF,2026-03-29,KB-LPB-20260329-003,BC,"Hypermart - Supermal Karawaci","IMBOOST KIDS SYRUP	60 ml",6,481875,2026-04-18,SJ-134-18042026-001,PF,"FRES MAN"
PF dipakai BC,2026-04-16,KB-LPBD-16042026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",3,696728.5,2026-04-18,SJ-218-18042026-006,BC,"FRES MAN"
PF dipakai BC,2026-04-02,KB-LPB-02042026-002,PF,"HYPERMART - MALL CIPUTRA CIBUBUR","Ellips Hair Vitamin Hair Treatment Jar (Pink)",1,756000,2026-04-18,SJ-218-18042026-006,BC,"FRES MAN"
BC dipakai PF,2026-03-05,KB-LPBD-20260305-006,BC,"Hypermart - Mall Metropolis","Teh Botol Sosro Original 24X450Ml",15,75675.676,2026-04-22,SJ-343-22042026-004,PF,"PT. FORTUNE REEF ZONA"
PF dipakai BC,2026-04-10,KB-LPB-10042026-002,PF,"Lotte Mart Fatmawati","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",11,98400,2026-04-22,SJ-210-22042026-005,BC,"PT MEGA PROSINDO"
BC dipakai PF,2026-04-17,KB-LPB-17042026-002,BC,"LOTTE GROSIR CIPUTAT ","BINTANG ZERO 330ML",52,145000,2026-04-22,SJ-833-20042026-001,PF,"FRESH MAN"
BC dipakai PF,2026-04-18,KB-LPB-18042026-002,BC,"LOTTE GROSIR BEKASI","BINTANG ZERO 330ML",148,145008,2026-04-22,SJ-833-20042026-001,PF,"FRESH MAN"
BC dipakai PF,2026-04-18,KB-LPB-18042026-002,BC,"LOTTE GROSIR BEKASI","BINTANG ZERO 330ML",142,145008,2026-04-22,SJ-263-22042026-003,PF,"FRES MAN"
BC dipakai PF,2026-04-18,KB-LPB-18042026-005,BC,"LOTTE GROSIR ALAM SUTERA ","BINTANG ZERO 330ML",8,145008,2026-04-22,SJ-263-22042026-003,PF,"FRES MAN"
PF dipakai BC,2026-04-11,KB-LPB-11042026-001,PF,"LOTTE MART TAMAN SURYA","Kecap Bango Refill 520Ml",100,216216.216,2026-04-22,SJ-561-22042026-001,BC,"ERVINA"
PF dipakai BC,2026-04-09,KB-LPBD-09042026-003,PF,"PT. SERBANEKA RITEL SEJAHTERA","FRISIAN FLAG SACHET CHOCOLATE 120x37gr",50,136557.598,2026-04-22,SJ-561-22042026-001,BC,"ERVINA"
PF dipakai BC,2026-04-09,KB-LPBD-09042026-003,PF,"PT. SERBANEKA RITEL SEJAHTERA","FRISIAN FLAG VANILLA 120x37gr",200,136557.6143,2026-04-22,SJ-561-22042026-001,BC,"ERVINA"
PF dipakai BC,2026-04-22,KB-LPBD-22042026-003,PF,"BLIBLI","Emeron Shampo Soft & Smooth 170Ml",10,126126.13,2026-04-23,SJ-925-23042026-003,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-22,KB-LPBD-22042026-003,PF,"BLIBLI","Emeron Shampo Dandruff Control 170Ml",20,126126.13,2026-04-23,SJ-925-23042026-003,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-22,KB-LPBD-22042026-003,PF,"BLIBLI","Emeron Shampo Hijab Anti Dandruff 340Ml",50,226126.13,2026-04-23,SJ-925-23042026-003,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-09,KB-LPBD-09042026-004,PF,"PT. Indomarco Adi Prima Bogor","Indomie Goreng Special 85Gr",95,102860.86,2026-04-23,SJ-355-23042026-001,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-004,PF,"PT GLOBAL DIGITAL NIAGA","Emeron Shampo Black Shine 12X170Ml",5,113063.06,2026-04-23,SJ-925-23042026-003,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-09,KB-LPBD-09042026-004,PF,"PT. Indomarco Adi Prima Bogor","Indomie Goreng Special 85Gr",3,102860.86,2026-04-25,SJ-161-25042026-005,BC,"WAHYU"
PF dipakai BC,2026-03-17,KB-LPBD-17032026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth & Shiny Jar (Yellow)",6,717894.594,2026-04-25,SJ-460-25042026-004,BC,"FRES MAN"
PF dipakai BC,2026-04-02,KB-LPB-02042026-002,PF,"HYPERMART - MALL CIPUTRA CIBUBUR","Ellips Hair Vitamin Hair Treatment Jar (Pink)",1,756000,2026-04-25,SJ-460-25042026-004,BC,"FRES MAN"
PF dipakai BC,2026-04-16,KB-LPBD-16042026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Smooth &  Shiny Blister (Yellow)",13,696764.12,2026-04-25,SJ-460-25042026-004,BC,"FRES MAN"
PF dipakai BC,2026-04-16,KB-LPBD-16042026-001,PF,"LIEFAREL MULTINIAGA LEST","Ellips Hair Vitamin Hair Treatment Blister (Pink)",22,696728.5,2026-04-25,SJ-460-25042026-004,BC,"FRES MAN"
PF dipakai BC,2026-04-02,KB-LPB-02042026-002,PF,"HYPERMART - MALL CIPUTRA CIBUBUR","Ellips Hair Vitamin Hair Shiny Black Blister (Hitam) 6x6x12",9,655200,2026-04-25,SJ-460-25042026-004,BC,"FRES MAN"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","REJOICE ANTI FREEZE (PINK)",10,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","REJOICE BLACK & SHINE (HITAM)",10,314566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-05-07,KB-LPB-07052026-001,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Conditioner Rambut Rontok (Pink)",6,165993.61,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","REJOICE DANDRUFF (BIRU) ",10,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
BC dipakai PF,2026-04-20,KB-LPBD-20042026-001,BC,"PT SAYAP MAS UTAMA","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",11,97416.314,2026-04-25,SJ-877-25042026-001,PF,"PT. RAJA IMPEX"
BC dipakai PF,2026-05-05,KB-LPBD-05052026-005,BC,"PT SAYAP MAS UTAMA","Sedaap Mie Goreng Isi 5 Bag 90Gr 8 X 5 X 91 Gr",3,97416.316,2026-04-25,SJ-877-25042026-001,PF,"PT. RAJA IMPEX"
PF dipakai BC,2026-04-08,KB-LPBD-08042026-002,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Anti Apek (Hitam)",5,304504.5,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Anti Bacterial (Biru)",15,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Cool Mentol (Hijau)",50,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-18,KB-LPB-18042026-006,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Lemon Fresh (Kuning)",10,334521,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Conditioner Rich",20,156566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-18,KB-LPB-18042026-006,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Rich (Orange)",1,334521,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Rejoice Rich (Orange)",19,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Hitam & Panjang (Hitam)",35,334565,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Anti Dandruff (Biru )",40,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Halus & Lembut (HIJAU)",10,334567,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","PANTENE ORANGE ",10,334567,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Anti Hairfall (Orange)",15,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-25,KB-LPB-25042026-003,PF,"ELLEE KARUNIA SEJAHTERA","Head & Shoulders Smooth & Silky (Merah)",20,334566,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-18,KB-LPB-18042026-006,PF,"ELLEE KARUNIA SEJAHTERA","Pantene Shampoo Perawatan Rambut Rontok (PINK)",20,334521,2026-04-25,SJ-426-25042026-002,BC,"KO ATENG"
PF dipakai BC,2026-04-28,KB-LPB-28042026-001,PF,"RISKY MAYANG","Kecap Bango Refill 700Ml",30,240500,2026-04-27,SJ-563-27042026-008,BC,"PT. RANI INVESTINDO"
BC dipakai PF,2026-04-06,KB-LPB-06042026-002,BC,"Hypermart - Cyberpark Karawaci LKU","Youc1000 Orange 140ML",200,139980,2026-04-27,SJ-562-27042026-005,PF,"YOGA"
BC dipakai PF,2026-04-06,KB-LPB-06042026-002,BC,"Hypermart - Cyberpark Karawaci LKU","Youc1000 Orange 140ML",300,139980,2026-04-28,SJ-920-28042026-003,PF,"SINAR TERANG"
BC dipakai PF,2026-04-27,KB-LPB-27042026-004,BC,"Hypermart - Cyberpark Karawaci LKU","YOU C 1000 Orange Water 500ML",200,132000,2026-04-29,SJ-158-29042026-004,PF,"PT. KARTINI SUKSES MAKMUR"
PF dipakai BC,2026-04-28,KB-LPB-28042026-001,PF,"RISKY MAYANG","Kecap Bango Refill 700Ml",249,240500,2026-04-29,SJ-532-29042026-001,BC,"SEMAR"
PF dipakai BC,2026-04-25,KB-LPB-25042026-002,PF,"PT SINARMAS DISTRIBUSI NUSANTARA ","Kecap Bango 77Gr",5,105500,2026-04-30,SJ-308-30042026-001,BC,"SINAR FAJAR "
PF dipakai BC,2026-04-30,KB-LPB-30042026-001,PF,"ANEKA PEMBELI ULI SUKABUMI","Kecap Bango 77Gr",292,105000,2026-04-30,SJ-308-30042026-001,BC,"SINAR FAJAR "
PF dipakai BC,2026-04-25,KB-LPB-25042026-002,PF,"PT SINARMAS DISTRIBUSI NUSANTARA ","Kecap Bango 25Gr",4,105500,2026-04-30,SJ-308-30042026-001,BC,"SINAR FAJAR "
PF dipakai BC,2026-04-30,KB-LPB-30042026-001,PF,"ANEKA PEMBELI ULI SUKABUMI","Kecap Bango 25Gr",695,105000,2026-04-30,SJ-308-30042026-001,BC,"SINAR FAJAR "
BC dipakai PF,2026-04-27,KB-LPB-27042026-004,BC,"Hypermart - Cyberpark Karawaci LKU","YOU C 1000 Orange Water 500ML",100,132000,2026-05-02,SJ-275-02052026-001,PF,"KO ATENG"
BC dipakai PF,2026-04-06,KB-LPB-06042026-002,BC,"Hypermart - Cyberpark Karawaci LKU","Youc1000 Orange 140ML",99,139980,2026-05-02,SJ-275-02052026-001,PF,"KO ATENG"
PF dipakai BC,2026-04-27,KB-LPB-27042026-005,PF,"HYPERMART PURI INDAH ","Youc1000 Orange 140ML",750,132000,2026-05-05,SJ-865-04052026-001,BC,"NIAR"
PF dipakai BC,2026-04-28,KB-LPB-28042026-001,PF,"RISKY MAYANG","Kecap Bango Refill 700Ml",150,240500,2026-05-05,SJ-359-05052026-004,BC,"SUSI"
PF dipakai BC,2026-04-27,KB-LPB-27042026-005,PF,"HYPERMART PURI INDAH ","Youc1000 Orange 140ML",149,132000,2026-05-05,SJ-743-05052026-001,BC,"YOGI "
PF dipakai BC,2026-04-28,KB-LPB-28042026-001,PF,"RISKY MAYANG","Kecap Bango Refill 700Ml",50,240500,2026-05-05,SJ-524-05052026-005,BC,"TOKO HIDUP MANDIRI"
PF dipakai BC,2026-05-04,KB-LPBD-04052026-006,PF,"PT OTSUKA DISTRIBUTION INDONESIA","POCARI ION WATER 6x2000ML",200,98108.108,2026-05-06,SJ-485-05052026-004,BC,"PT. RAJA IMPEX"
PF dipakai BC,2026-05-04,KB-LPBD-04052026-006,PF,"PT OTSUKA DISTRIBUTION INDONESIA","POCARI ION WATER 24x500ML",200,133513.513,2026-05-06,SJ-485-05052026-004,BC,"PT. RAJA IMPEX"
BC dipakai PF,2026-05-04,KB-LPB-04052026-003,BC,"HYPERMART KEMANG","BINTANG ZERO 330ML",99,144984,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-04,KB-LPB-04052026-004,BC,"HPM EKALOS","BINTANG ZERO 330ML",200,144984,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-04,KB-LPB-04052026-005,BC,"HYPERMART - MALL CIPUTRA CIBUBUR","BINTANG ZERO 330ML",1,152250,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-04,KB-LPB-04052026-005,BC,"HYPERMART - MALL CIPUTRA CIBUBUR","BINTANG ZERO 330ML",100,152250,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-04,KB-LPB-04052026-005,BC,"HYPERMART - MALL CIPUTRA CIBUBUR","BINTANG ZERO 330ML",200,152250,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-04,KB-LPB-04052026-005,BC,"HYPERMART - MALL CIPUTRA CIBUBUR","BINTANG ZERO 330ML",99,152250,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-06,KB-LPB-06052026-002,BC,"HYPERMART CITRA RAYA","BINTANG ZERO 330ML",300,144984,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-05-06,KB-LPB-06052026-003,BC,"HYPERMART GADING SERPONG","BINTANG ZERO 330ML",1,130484,2026-05-07,SJ-254-07052026-003,PF,"ANDRI LAMPUNG"
BC dipakai PF,2026-04-27,KB-LPB-27042026-004,BC,"Hypermart - Cyberpark Karawaci LKU","YOU C 1000 Orange Water 500ML",150,132000,2026-05-07,SJ-312-07052026-001,PF,"KO ATENG"
